simple_postcode,price,xcoord,ycoord,crime_deprivation,health_deprivation,housing_services_deprivation,education_deprivation,living_environment_deprivation,outdoors_deprivation,geographic_barriers_deprivation,flood_areas_count,commute_hours,commute_distance_km,noise_decibels_mean,noise_decibels_var,lat,long
LA15,141141.148648649,323070.353410002,473985.810350285,8.25,2.25,10,4.5,2.75,9.25,8.5,0,5.81566666666667,502.1361,64.9341050756901,47.0206094256694,54.1556016426595,-3.1808298649864
LA16,280678.571428571,321441.363572961,477435.326126609,10,3,10,4,4,10,9,0,5.86508333333333,505.4875,65.2330827067669,51.3638936049802,54.1866580867766,-3.21122102124703
LA17,269566.666666667,323360.075446756,483043.571872705,10,9,8,8,1,9,4,1,5.72405555555556,498.4486,63.3440860215054,24.3559990717104,54.2556351611299,-3.16306833710866
LA18,150418.888888889,316857.543934751,480431.480023432,9.33333333333333,2.5,7.83333333333333,3.33333333333333,2.33333333333333,9.33333333333333,5.83333333333333,0,5.95516666666667,513.7859,,,54.2463534496664,-3.28118984715199
LA2 ,309776.38028169,355181.799611353,462922.378583483,9.42857142857143,6,5.42857142857143,8.21428571428571,4.35714285714286,8.42857142857143,3.35714285714286,1,5.33755555555556,451.2449,,,54.062076337565,-2.61472105678143
LA20,336675,321448.5356,489726.67406087,10,8,8,9,1,10,3,1,6.05013888888889,509.9745,,,54.3307550785439,-3.18111152036416
LA21,387833.333333333,330121.888315263,497009.294345288,9,7,4,5,3,10,3,0,5.52369444444445,481.4409,63.9973718791064,40.0842036102082,54.383403082702,-2.90936688534342
LA22,562483.98245614,335898.813494218,503470.208196749,7.66666666666667,7.66666666666667,4.66666666666667,6,2.66666666666667,10,2.66666666666667,0,5.73480555555556,491.2143,63.390243902439,34.9450023912004,54.4454122502775,-2.99061985792879
LA23,425119.633027523,340833.206068119,497690.756203837,8,8,6.4,5.8,3.4,10,3.6,0,5.48294444444444,479.2982,64.3338150289018,40.529506119137,54.3740781740648,-2.88279583466745
LA3 ,190392.644578313,342523.249387977,462005.059507443,3.38888888888889,2.16666666666667,8.5,3.33333333333333,3.88888888888889,7,7,5,5.16705555555556,445.876,62.0784563189143,30.2547668990245,54.0480524313487,-2.86737049533314
LA4 ,168886.451612903,344253.747955739,464132.567912603,5,2.46153846153846,8.69230769230769,5.07692307692308,3.61538461538462,6,6.61538461538462,3,5.11991666666667,444.1296,62.4936247723133,34.1859105078409,54.0719420022759,-2.85076643082321
LA5 ,279093.904109589,348441.139145308,472000.234502523,8.33333333333333,5.25,7.16666666666667,7.08333333333333,4.58333333333333,8.58333333333333,4,1,5.18755555555556,450.2345,65.130081300813,50.7723246475752,54.1517406759447,-2.77882879350395
LA6 ,377973.901098901,359939.203441578,475628.607017561,9.6,8,5.6,8.4,3.8,8.6,3.8,0,5.27611111111111,458.6522,63.7158671586716,35.10045100451,54.2098151866901,-2.6590999188189
LA7 ,331175.806451613,349816.071058932,481510.270451197,9,8.66666666666667,5,8,3,8.33333333333333,3.66666666666667,2,5.28686111111111,464.3547,63.7982693347756,37.714152847333,54.258286479371,-2.76906707722103
LA8 ,376625,350248.603275038,492617.579266069,8,6.5,5,7.5,1,9,3,3,5.34172222222222,469.5244,63.7791411042945,37.2255928775605,54.3381394518008,-2.77282753710928
LA9 ,252254.469026549,351799.990556168,492416.828386589,8.38461538461539,6.76923076923077,7.69230769230769,5.92307692307692,5.38461538461539,9.69230769230769,4.38461538461539,3,5.40794444444444,469.5371,63.6666666666667,35.4401805869075,54.3243199775396,-2.73677787688925
LD7 ,228955.714285714,326106.532755182,273112.720036736,10,10,1,6,1,10,1,0,4.29694444444444,352.5122,,,52.3825252106376,-3.04274293991509
LE1 ,320466.444444444,458948.618400185,304453.346593737,3.06666666666667,2.86666666666667,4.66666666666667,4.26666666666667,3.4,2.4,7,2,2.50355555555556,209.3823,61.5207055214724,24.9236426708055,52.6282973857691,-1.15627062271063
LE10,258373.1679198,442749.319648906,293487.118183948,6.34375,6.6875,7.125,4.625,6.9375,5.125,4.78125,0,2.4455,201.6353,64.2702205882353,49.7631602088858,52.5387578961536,-1.34612730958708
LE11,244814.186851211,452713.499532448,319214.836615182,5.52631578947368,6.07894736842105,6.18421052631579,6.02631578947368,6.15789473684211,5.10526315789474,5.31578947368421,3,2.69605555555556,228.3693,62.8969545264915,37.5715975659614,52.7702094029715,-1.22733847241069
LE12,299818.295366795,454737.038517797,319190.126648899,7.39473684210526,7.97368421052632,6.68421052631579,6.5,6.76315789473684,5.76315789473684,4.47368421052632,3,2.76469444444444,230.2465,63.0554885404101,38.4570967745066,52.7817119751963,-1.22496275584028
LE13,221767.884615385,475147.528419707,319214.6064578,6.68421052631579,7,5.8421052631579,5.89473684210526,7.05263157894737,8.31578947368421,4.26315789473684,0,2.82536111111111,219.4484,62.4377880184332,25.7596776851158,52.7993702150068,-0.855198782685953
LE14,385197.568181818,473972.929781207,321741.032138666,8.72727272727273,9,2.81818181818182,7.63636363636364,3.63636363636364,7.45454545454545,2,1,2.71225,215.1029,62.7800650054171,29.1088429458782,52.7655569096639,-0.875140478225636
LE15,430432.403508772,487517.275347794,307531.083480552,9.18181818181818,9.27272727272727,5,8.13636363636364,6.72727272727273,8.09090909090909,3.36363636363636,1,2.42344444444444,194.9829,64.9571428571429,47.3190749079001,52.639876403857,-0.666639279889858
LE16,353957.282958199,474752.311286358,287979.649087855,7.79166666666667,8.33333333333333,5.66666666666667,7.25,6.875,9.33333333333333,3.125,1,2.32644444444445,193.8731,66.671201814059,49.3242321521874,52.4976906333743,-0.880407354187847
LE17,568043.070063694,455877.785936478,285751.686734503,8.125,9.375,4.5,6.875,7.5,8.75,2.625,0,2.29,190.5831,63.7273622047244,55.9049057445406,52.4739206205518,-1.18392852266997
LE18,261101.194736842,460181.161538056,298792.874130626,6.56521739130435,5.26086956521739,7.39130434782609,4.47826086956522,7.69565217391304,7.60869565217391,5.21739130434783,0,2.59597222222222,211.3045,61.7923192155795,25.8455852361426,52.5735606172714,-1.1156409414128
LE19,575808.353982301,453765.981978155,298652.853346205,7,7.66666666666667,8.6,5.4,7.2,5.06666666666667,5.8,1,2.59519444444444,212.5617,61.3794536817102,28.0080362918843,52.583738473313,-1.23324646590428
LE2 ,284703.866666667,459704.221217393,301619.981966117,4.92592592592593,4.7283950617284,7.33333333333333,4.88888888888889,5.14814814814815,4.37037037037037,7.02469135802469,0,2.59236111111111,213.1382,61.8391617725574,25.9553050241532,52.6044990962841,-1.0882101144398
LE3 ,242493.55078125,456037.815375107,304052.160262205,3.1875,4.390625,7.421875,4.046875,5.0625,3.421875,6.234375,2,2.54183333333333,211.1653,61.6534733441034,26.2290677529652,52.6214447591,-1.20873948008691
LE4 ,307526.962962963,459378.017056368,307669.121990621,4.71698113207547,4.43396226415094,7.05660377358491,3.28301886792453,5.37735849056604,3.56603773584906,6.64150943396226,1,2.58511111111111,218.608,61.7561579403392,26.4879464152597,52.6696758326782,-1.12575564449163
LE5 ,256864.45276873,462120.790835198,304977.94803365,5.21052631578947,4.34210526315789,6.78947368421053,3.42105263157895,5.18421052631579,3.94736842105263,6.65789473684211,1,2.65225,223.635,61.792193426043,25.7549761901765,52.652594295693,-1.06629411076061
LE6 ,299069.21875,451979.804063097,306958.896736775,6.34782608695652,6.36956521739131,7.56521739130435,5.17391304347826,8.19565217391304,7.26086956521739,4.32608695652174,1,2.63669444444444,222.0606,63.2169811320755,44.7404101412867,52.700533890323,-1.35717380760289
LE7 ,330071.954407295,462749.955891163,309590.857277919,6.65,7.7,7.45,5.65,6.95,5.1,4.9,2,2.61705555555556,220.7947,61.7636540060993,25.2699334646332,52.6718865943224,-1.09800627354899
LE8 ,317786.055762082,461345.481211499,295700.432605936,7.52941176470588,8.17647058823529,8.64705882352941,5.94117647058824,9.35294117647059,8,5.11764705882353,0,2.53291666666667,202.4142,61.8135560302972,27.0728465013763,52.5504130309354,-1.12871699639581
LE9 ,277794.642253521,448676.305988693,297537.718097161,7,7.18518518518519,8.51851851851852,5.07407407407407,7.62962962962963,6.44444444444445,5.85185185185185,1,2.66363888888889,206.5904,61.5348837209302,28.3327620112941,52.5810643639347,-1.27738684279886
LL14,163595.723076923,329440.939037064,344186.76048931,8,8.5,2,3.5,5,10,1,0,4.16475,351.3243,,,52.9731800147841,-3.12241782254557
LN1 ,276168.59832636,494381.29710219,374297.68746976,6.23809523809524,4.61904761904762,4.47619047619048,6,5.76190476190476,6.95238095238095,4.71428571428571,2,3.14997222222222,267.1993,62.1808318264015,24.7636503481626,53.2660167707131,-0.625421819346641
LN10,331416.666666667,519543.881409921,363764.285646808,10,5.8,4.8,7.2,5.8,7.4,2.8,0,3.22841666666667,254.4171,61.3718592964824,19.9317293538399,53.1683710558441,-0.245066682698697
LN11,250450.879396985,534927.84490462,388494.759869737,8.55555555555556,3.44444444444444,5.27777777777778,4.33333333333333,4.83333333333333,6.11111111111111,3.44444444444444,0,3.44236111111111,272.3123,72.0227272727273,45.0908053134081,53.3355376625585,0.007383997985007
LN12,180840.492063492,550757.025886512,384109.032159366,6.75,1.875,6.625,1.875,6.375,7.375,4.75,2,3.56772222222222,274.6885,,,53.3011578113486,0.225843732243058
LN13,221383.636363636,545869.354012868,376626.435665425,7,3,4.66666666666667,3,1.66666666666667,4.66666666666667,4,1,3.41455555555556,266.1475,61.5454545454546,30.7359307359307,53.2379585285305,0.226103419475147
LN2 ,254208.418699187,499672.112932463,374107.258146213,6.43478260869565,4,5.04347826086957,4.73913043478261,6.91304347826087,7.56521739130435,5.56521739130435,3,3.18952777777778,270.6413,63.2401129943503,34.0604590036185,53.2827946118926,-0.494440479835552
LN3 ,223964.285714286,505977.397621941,372793.814435443,9.4,6,4.5,6.2,5.6,5.2,2.5,1,3.38194444444444,282.8513,61.7540983606557,16.1885245901639,53.2871236285878,-0.303373311761633
LN4 ,270213.789237668,509226.683620865,362220.496733777,9.25,6.60714285714286,5.82142857142857,5.78571428571429,6.32142857142857,6.92857142857143,3.82142857142857,0,3.12294444444444,252.3854,61.808429118774,17.6554671382258,53.1097447504743,-0.304805883484908
LN5 ,237666.014150943,496678.131255521,365715.86578987,7.95,6.4,5.7,5.6,6.3,7.55,4.75,3,3.12686111111111,247.0152,63.1996280223187,38.7119849732093,53.1425474590035,-0.577806598573457
LN6 ,217488.69047619,493878.473757646,368163.567987147,7.16129032258065,4.87096774193548,6.2258064516129,4.74193548387097,8.87096774193548,7.83870967741936,4.70967741935484,1,3.03933333333333,255.1553,62.0706713780919,22.6365091006067,53.1892831502468,-0.649467498323804
LN7 ,260771.21875,509634.176043553,400866.86069978,10,6.33333333333333,4,6.66666666666667,5.33333333333333,7,2,1,3.55586111111111,296.7362,62.8888888888889,22.7965043695381,53.4567137959741,-0.357250562467107
LN8 ,306476.380165289,512028.808571658,387321.846570052,6,3,10,6,5,7,8,1,3.46738888888889,289.5658,62.9428571428571,21.9507389162562,53.3869671370677,-0.332045118952132
LN9 ,251058.388888889,526226.063948642,370420.55705566,9.25,4.5,4.75,5,5.75,6,3.25,0,3.25391666666667,256.9294,63.1267605633803,27.799420637299,53.2099856988351,-0.0835272111321446
LS1 ,2839931.57142857,429783.035320864,433560.549827046,2.25,2.6,6.1,4.85,1.55,1.85,7.05,2,4.12330555555556,346.4242,62.901653030556,36.1452907464302,53.7999887964891,-1.5306563074148
LS10,166993.662420382,430877.475783716,429760.266685782,1.75,2.20833333333333,6.25,1.70833333333333,3.29166666666667,2.70833333333333,5.625,5,4.06033333333333,344.4766,62.7081784386617,33.1570823385937,53.7655942309119,-1.51964050090304
LS11,136579.0125,429252.822716623,431206.763984038,1.76190476190476,2.71428571428571,6.85714285714286,2.28571428571429,1.80952380952381,2.42857142857143,7.80952380952381,2,4.05777777777778,346.0969,62.9258868243243,33.3705186757242,53.7688365425866,-1.56394527776394
LS12,148097.9875,426638.595028581,432932.952870419,1.5,2.60714285714286,7.25,3.07142857142857,2,2.64285714285714,6.28571428571429,4,4.15819444444444,351.4711,62.9011305697185,31.2877411101303,53.791568837843,-1.60675127343555
LS13,171567.146067416,424130.778668546,435005.78807517,2.21428571428571,3.57142857142857,8.53571428571429,3.85714285714286,2.57142857142857,3.21428571428571,6.85714285714286,3,4.24530555555556,355.1504,63.2562581837788,33.2853511802933,53.813380106428,-1.64687282232388
LS14,244988.786127168,435685.957145904,436755.046854522,2.25806451612903,2.90322580645161,6.58064516129032,3.16129032258065,3.96774193548387,3.61290322580645,5.38709677419355,1,4.23355555555556,347.5765,64.0936139332366,46.2871452716761,53.8415029015105,-1.43037919413562
LS15,274365.225490196,436542.214856631,434396.640355593,3.76190476190476,4.28571428571429,7.52380952380952,5.95238095238095,4.04761904761905,3.38095238095238,5.42857142857143,1,4.01144444444445,339.6521,63.5414290506542,42.0624504318887,53.7980431681108,-1.44065959879906
LS16,359488.20233463,426127.252101204,439405.158765493,4.53125,5.46875,7.15625,7.75,5.1875,4.5,4.90625,3,4.33202777777778,356.1965,63.1335823779467,34.9103935936704,53.8604494606741,-1.60617947729085
LS17,399303.67752443,431210.368650149,440282.764025522,5.6,6.3,6.96666666666667,8.86666666666667,5.2,4.56666666666667,4.43333333333333,2,4.24705555555556,349.0741,63.6304126855052,41.4445079833771,53.8659040845726,-1.48080071058247
LS18,323743.171428572,423857.85804086,438160.856505865,5.5,5.91666666666667,8.33333333333333,7.83333333333333,4.16666666666667,4.33333333333333,6.58333333333333,2,4.31947222222222,362.0077,63.4230723676418,34.5625190124122,53.8474828986138,-1.65378580295629
LS19,283175.24822695,420836.131130393,440618.247731106,5.08333333333333,5,8.33333333333333,6.66666666666667,3.5,4.41666666666667,5.33333333333333,1,4.37944444444444,364.7582,63.3932818438151,33.1891064057186,53.8640883974182,-1.68821136565978
LS2 ,911156.838709678,429918.785995738,434312.897816719,2.5,2,5.25,3.25,1,1.25,8.5,3,4.13769444444444,348.6433,62.9702169787971,35.6716376509361,53.8069509785711,-1.54402513715472
LS20,352647.703703704,418769.318223384,442009.45714937,5.71428571428571,7.14285714285714,7.28571428571429,8.28571428571429,4.42857142857143,6,4.57142857142857,0,4.48713888888889,368.2441,63.5289206195547,34.6976991373504,53.8777276833575,-1.73390000399966
LS21,353022.568,420807.643764058,445975.757687771,6.90909090909091,6.45454545454545,8,7.27272727272727,3.81818181818182,5.90909090909091,5.27272727272727,0,4.42161111111111,367.9448,63.8634686346864,35.8830051609244,53.9062002482245,-1.68853339453784
LS22,463056.697183099,439914.175084776,448563.803629149,7.5,6.6,6.1,8.3,7.1,6.4,4,0,4.16613888888889,351.7041,64.807148175726,53.6267148863734,53.9320906992806,-1.34647268460877
LS23,410752.485714286,442970.462957453,445150.624968759,6,6.33333333333333,6.33333333333333,8.5,5.16666666666667,6.66666666666667,4.16666666666667,0,4.073,345.0295,64.0174890693317,44.5521939412867,53.8991812784267,-1.34975918388998
LS24,326881.676056338,448955.773499247,441843.790829905,9.625,7.625,5.75,6.375,4.375,7.75,4,0,4.036,339.5732,62.9315068493151,33.4705705253651,53.8570278466063,-1.24635602856079
LS25,250737.802197802,444391.864100835,432374.559254322,6.83333333333333,5.7,7.73333333333333,5.96666666666667,5.9,5.93333333333333,5.06666666666667,1,3.98277777777778,337.086,62.9447348767737,38.1822039697818,53.7741870135717,-1.36684424323006
LS26,236113.91509434,436195.618410481,428532.012522271,4.35,4.35,7.5,5.3,5.1,3.8,4.9,2,3.92716666666667,335.9929,62.6577815993121,35.1968770928358,53.745987702582,-1.44724422388221
LS27,207994.509363296,426229.916456432,428116.323618908,4.25,4.5,7.3,5.95,2.8,3.2,5.25,1,4.35575,363.1535,63.058495821727,30.8895874299469,53.8371265359667,-1.73577116686984
LS28,240584.556574924,421784.867207846,434119.700309147,3.88235294117647,4.88235294117647,8.47058823529412,5.88235294117647,2.64705882352941,3.23529411764706,6.23529411764706,5,4.26169444444444,357.461,63.2312280701754,33.1127169281193,53.803403998469,-1.67207968665927
LS29,439817.259649123,412922.483476646,447041.975721325,7.16666666666667,6.88888888888889,7.83333333333333,9.27777777777778,6.05555555555556,7.55555555555556,5.66666666666667,1,4.591,378.1171,64.3373032752021,42.1623482990488,53.9165543181895,-1.8104375992389
LS4 ,235342.573529412,427381.927150538,435023.915927419,1.6,3.4,7.8,4.2,1.4,2,9,3,4.18036111111111,351.5131,62.799819435325,32.4493769681325,53.8112811091362,-1.5872624814507
LS5 ,288930.819672131,425874.943803839,436094.334491047,1.33333333333333,2.66666666666667,7.66666666666667,3.66666666666667,2,3,7,3,4.23405555555556,353.6956,63.0417203193407,32.4118925072803,53.8244617514599,-1.60787204645912
LS6 ,316259.036082474,428401.51695574,435934.716580223,2.72727272727273,2.77272727272727,7.36363636363636,5.72727272727273,2.31818181818182,2.22727272727273,8.04545454545455,3,4.19241666666667,350.407,62.8854532677442,34.4921928367863,53.8208688267904,-1.56812423242002
LS7 ,189308.215328467,430398.924621557,436030.950739316,2,3.26666666666667,7.33333333333333,4.46666666666667,1.66666666666667,2.53333333333333,8.06666666666667,3,4.18816666666667,347.6418,62.8671432550367,36.6063957286869,53.8207443186617,-1.53838442787865
LS8 ,270817.048387097,432343.369959639,436539.616975314,2.38461538461538,3.96153846153846,7.65384615384615,4.92307692307692,2.26923076923077,2.61538461538462,7.46153846153846,2,4.16169444444444,345.6505,63.0663940600452,37.9177824865424,53.8258070470712,-1.50573661128342
LS9 ,134740.809859155,432243.643857274,433804.322788655,1.625,1.9375,6.1875,1.5,1.8125,1.875,7.25,2,4.14630555555556,345.1309,63.0745196468756,37.404556269717,53.7985501690549,-1.51223944387825
LU1 ,463279.916167665,508488.535766059,220822.804441896,3.11111111111111,3.62962962962963,2.25925925925926,3.18518518518519,4,2.44444444444444,7.03703703703704,0,1.32622222222222,102.1144,64.3304899387577,45.2075322035741,51.8837526169471,-0.431373999005229
LU2 ,307242.166666667,510424.581531064,222833.796286787,4.62790697674419,5.81395348837209,3.16279069767442,5.53488372093023,5.37209302325581,3.55813953488372,4.37209302325581,0,1.42458333333333,111.2657,62.4751745539178,30.4978312655998,51.9204167983618,-0.359323559154224
LU3 ,276541.173144876,507164.369328179,224546.469345704,4.41176470588235,4.5,3.32352941176471,4.08823529411765,5.61764705882353,3.08823529411765,7,0,1.37905555555556,106.7219,64.2293054234063,43.0735985848488,51.9065032470489,-0.449695887365163
LU4 ,285685.805555556,505466.261088687,223297.615622047,3.48,4.2,3.04,3.72,5.84,2.64,6.84,0,1.43236111111111,111.1933,64.8212551363467,45.4530060088705,51.9187223558569,-0.481423170103596
LU5 ,315962.267605634,502446.572382617,224268.832349149,3.52,6.48,5.84,4.2,6.68,4.6,5.04,0,1.35891666666667,110.0002,66.6444746376812,48.2314439821426,51.921573049228,-0.536066843639914
LU6 ,376829.385826772,500821.233491029,221037.813828331,5.4375,7.875,5.9375,5.6875,7.1875,5.3125,4.5,0,1.43941666666667,108.615,66.7341935483871,48.5483271437374,51.8778716278728,-0.560963344119061
LU7 ,387089.640973631,492066.264683176,224124.750958232,6.64516129032258,8.25806451612903,5.12903225806452,6.45161290322581,7.29032258064516,6.35483870967742,3.64516129032258,0,1.60816666666667,126.7142,71.0673076923077,44.1032116032116,51.9258669414443,-0.680715718182362
M1 1,621020,384535.072150339,398434.770911892,1.16666666666667,2.33333333333333,2.16666666666667,7.66666666666667,1,2.5,7,4,4.40711111111111,369.0791,62.3571758191048,26.3226479837616,53.4829210352046,-2.23467697336363
M1 2,1303874.9375,384862.624430493,398099.619019432,1,3.5,1,6,1,1.5,7,4,4.36358333333333,367.7499,62.4000636826783,26.5185115730721,53.4753468102476,-2.23456975300151
M1 3,204500,384476.338570838,397870.367042544,1,2,2,6,1,1,8,5,4.36247222222222,367.3895,62.39852432137,26.7780875512645,53.4748290853798,-2.24105598037451
M1 4,211112.25,384151.083301179,397995.316312969,1,4,2,8,1,2,7,5,4.3565,367.1862,62.3936789575825,26.9578972913173,53.4767500604008,-2.24605991457803
M1 5,253000,383941.989297234,397466.055455069,2.33333333333333,3.66666666666667,2.33333333333333,6.33333333333333,1,1.66666666666667,5.33333333333333,5,4.34191666666667,366.8113,62.3895651365917,27.0691119420935,53.4736922109883,-2.24940529792182
M1 7,202833.333333333,384386.208635357,397465.025950443,1.33333333333333,1,3.66666666666667,4.66666666666667,4.66666666666667,1.33333333333333,8.66666666666667,5,4.35763888888889,367.0196,62.4197332106716,26.6316267745813,53.4700266687702,-2.2329992620859
M11 ,146733.333333333,388101.535211148,398013.918009479,1.18181818181818,1.09090909090909,4.09090909090909,2.27272727272727,4,3.09090909090909,8.27272727272727,2,4.41777777777778,371.2834,62.6071964017991,26.8677791953637,53.4806701864681,-2.18136467615515
M12 ,418163.461538462,386807.400603646,396280.10245642,1.35294117647059,1.35294117647059,2.82352941176471,2.70588235294118,2.88235294117647,2.64705882352941,8.47058823529412,3,4.33597222222222,368.1718,62.587120336554,27.3783435841777,53.4581816279543,-2.19707066281431
M13 ,257794.594594595,385823.37956563,395941.135676166,2.5,1.58333333333333,3.25,4.08333333333333,2.33333333333333,3.16666666666667,8.5,3,4.32902777777778,368.0113,62.4686076070795,26.9820464159072,53.4554927848617,-2.22090713327535
M14 ,224915.481481482,385077.276987789,394676.351299056,1.52,1.76,3.64,4.76,2.8,3.04,8.52,4,4.27197222222222,363.4718,62.4853489335266,27.7413851280449,53.4358462324001,-2.2308650612917
M15 ,1482427.16666667,383357.839550206,396849.899149244,2.83333333333333,2.16666666666667,4.5,4.91666666666667,3.58333333333333,3,8,5,4.34586111111111,369.3462,62.410269375747,27.2842065839865,53.4674190881329,-2.25835224406774
M16 ,286035.34057971,382513.512983707,395382.341194628,4.05263157894737,3.21052631578947,6,6.21052631578947,3.73684210526316,4.10526315789474,8,3,4.31708333333333,367.7271,62.4749090909091,27.1588084491149,53.4515654027672,-2.21720507252263
M17 ,659002,378515.381914062,396873.501261719,4.83333333333333,2.66666666666667,6.33333333333333,4,3,5.33333333333333,7.33333333333333,4,4.32736111111111,370.999,62.5214664737096,29.1602560383617,53.4705543777503,-2.30396782244818
M18 ,242223.988235294,388817.615896127,396056.429821747,1.09090909090909,1.45454545454545,3.54545454545455,2.27272727272727,2.63636363636364,3.45454545454545,8.63636363636364,3,4.32983333333333,373.9116,62.630392297059,27.0325131981788,53.4603835689003,-2.16746226974977
M19 ,244384.012738854,387127.948584292,393396.330491383,1.73913043478261,2.52173913043478,4.82608695652174,5.08695652173913,3.69565217391304,4.30434782608696,7.34782608695652,2,4.27022222222222,364.9846,62.5498317914214,28.129041658084,53.4287418199979,-2.19312323011136
M20 ,369350.844632768,384594.948755263,391996.254447677,2.10714285714286,3.07142857142857,4.60714285714286,8.14285714285714,3.64285714285714,4.07142857142857,6.82142857142857,3,4.21497222222222,361.6211,62.5024694009019,27.9753522525129,53.4210810673908,-2.23965790771835
M21 ,374224.267515924,381935.706238025,393507.665374534,2.72222222222222,3.22222222222222,6.38888888888889,8.27777777777778,3.5,4.44444444444444,7.5,5,4.36125,379.5531,62.3380933315539,27.1323289741165,53.4767862055071,-2.27712892853558
M22 ,195143.421052632,382838.093118861,387638.729111267,2.11538461538462,1.57692307692308,4,2.84615384615385,4.92307692307692,4.53846153846154,6.19230769230769,4,4.18180555555556,358.512,62.3480278422274,28.4337196576617,53.3795963139608,-2.26220050434584
M23 ,216433.552631579,380886.792550209,389211.527257448,2.72727272727273,2.04545454545455,5.13636363636364,3.90909090909091,5.59090909090909,4.63636363636364,7.22727272727273,5,4.22341666666667,360.7198,62.7606937455068,31.9525233615786,53.3962254781054,-2.2967442650539
M24 ,182583.486394558,386999.54117758,406090.144804599,2.64102564102564,2.8974358974359,6.53846153846154,4.33333333333333,5.8974358974359,5.76923076923077,5.56410256410256,2,4.51447222222222,391.3715,62.4629428385134,26.4824065106703,53.5599648938979,-2.20897933197417
M25 ,281708.426470588,381830.488348746,403588.122294781,4.02857142857143,4.71428571428571,7.17142857142857,6.34285714285714,5.57142857142857,5.68571428571429,6.45714285714286,2,4.40288888888889,382.8829,62.3576505228957,26.8343073598111,53.5344184842626,-2.28851155681115
M26 ,170849.43877551,377917.821379257,407344.539713102,2.5,2.85714285714286,7.64285714285714,3.5,3.71428571428571,6.35714285714286,7.42857142857143,1,4.51275,387.1969,62.2505171967934,26.4953931507355,53.5622354778667,-2.33970312461475
M27 ,198378.211382114,377835.617179562,401838.173932011,3.72727272727273,2.78787878787879,7.03030303030303,4.75757575757576,4.81818181818182,4.60606060606061,6.42424242424242,2,4.40286111111111,378.0945,62.5093597793557,29.0509833987789,53.5142144568465,-2.34812811794722
M28 ,273546.557003257,373484.449630524,402195.285743325,3.25,3.15625,6.78125,5.03125,6.53125,5.375,6.0625,2,4.37427777777778,375.3312,62.5052276791856,27.7164547496995,53.5146169465084,-2.41247391766026
M29 ,185892.426470588,369731.676512156,401448.623465154,3.85714285714286,3.64285714285714,7.35714285714286,4.92857142857143,7.03571428571429,7.64285714285714,5.42857142857143,2,4.3485,371.0926,62.2309846010266,23.1942610707914,53.5066466736381,-2.48117284997956
M3 1,3323000,383769.911323155,399093.997616624,1,2.6,2.8,5,2,2.8,7.2,5,4.42111111111111,370.0601,62.3119914446459,26.2511177069853,53.4924512530579,-2.24666958605094
M3 4,296236.473684211,383149.077016738,397692.618756154,2.5,2.5,4,9,2,3,6.5,5,4.36961111111111,368.2306,62.3942758338263,27.2642246041088,53.4807843048561,-2.26141831553538
M3 5,143583.333333333,383248.258816353,398526.698753709,1,1.5,4.5,2.5,2.5,3.5,8,5,4.40844444444444,369.3712,62.3605635112516,27.0204505495998,53.4872357565297,-2.25821021967247
M3 6,167009.185185185,382807.105693658,398833.43056342,1,1,4,6,5,4,8,5,4.41841666666667,381.1631,62.3386140448397,26.9363381355548,53.4879011077951,-2.26237835410517
M30 ,210581.673267327,376529.144674036,398671.80731692,3.68421052631579,2.07894736842105,6.52631578947368,3.81578947368421,4.55263157894737,4.92105263157895,6.92105263157895,3,4.32866666666667,370.891,62.8523688663283,32.1886270980407,53.4575125854017,-2.39034818431622
M31 ,169975,371853.124410372,391459.663807368,6.16129032258065,4.48387096774194,8.09677419354839,6.70967741935484,5.09677419354839,6.80645161290323,6.29032258064516,2,4.25022222222222,359.27,62.8693628465039,34.5368785843731,53.4370977023806,-2.38583506852959
M32 ,291646.432432432,379451.148299571,394955.289624075,4.18181818181818,4.18181818181818,6.63636363636364,6.09090909090909,3.72727272727273,5.09090909090909,5.45454545454545,4,4.22091666666667,364.8294,62.5954831173166,29.7563614390925,53.4434747283905,-2.31010515053284
M33 ,349295.414529915,378389.412414347,391569.306560343,5.85294117647059,6.41176470588235,8.26470588235294,8.52941176470588,5.41176470588235,6.64705882352941,6.29411764705882,3,4.19155555555556,354.7042,62.8017081621143,32.8181308450414,53.4217351819797,-2.3310111261016
M34 ,183024.66440678,392191.544786558,395594.095767148,3.15151515151515,2.66666666666667,7.39393939393939,4.24242424242424,4.09090909090909,5.39393939393939,6.18181818181818,1,4.32466666666667,373.3232,62.8987410396964,29.8126978125138,53.4600485247626,-2.12284173289849
M35 ,179222.622222222,389838.971590571,401179.786364035,2.78571428571429,2.78571428571429,8.39285714285714,3.46428571428571,3.96428571428571,4.60714285714286,7,1,4.46616666666667,383.3251,62.5569906360995,26.5343709658453,53.495876826584,-2.14810268069738
M4 1,232872.916666667,384395.787951456,398596.718325243,1,2,2,7,1,3,8,4,4.42997222222222,370.4148,62.3290027105337,26.1290751468824,53.4878033400512,-2.23627174709139
M4 7,245765.625,385552.569138936,398266.422771869,7,2,5,8,1,3,7,3,4.40441666666667,369.489,62.4048890525734,26.0537728825844,53.4792581923709,-2.21935501734687
M43 ,165909.965517241,390181.728914108,398559.214672646,6,2,10,7,6,8,7,2,4.27119444444444,359.1817,62.9319455564452,26.7658675306677,53.4605126905973,-2.01483685315632
